Period_1,Ionic valence_1,Ionic radius_1,Covalent radius_1,Atomic weight_1,Density_1,Melting point_1,Boiling point_1,Heat of fusion_1,Heat of vaporization_1,thermal conductivity_1,Ionization Energy I_1,Ionization Energy II_1,electronegativity_1,Dopant_1/Ti mole ratio,Dopant_2/Ti mole ratio,Calcination Temperature ,Calcination Time,Weight Percent of Cocatalyst_1,Weight Percent of Cocatalyst_2,Catalyst concentration,Percent of Sacrificial reagents,Power of Light,Wavelength,Structure_Film,Structure_HC,Structure_HP,Structure_HS,Structure_MP,Structure_NPs,Structure_NRs,Structure_NS,Structure_NT,Structure_NTs,Structure_macro,Structure_sphere,Classification_1_Alkali Metal,Classification_1_Halogen,Classification_1_Non-metal,Classification_1_None,Classification_1_Other Metals,Classification_1_Rare Earth,Classification_1_Transition Metal,Dopant_2_Cu,Dopant_2_Eu,Dopant_2_N,Dopant_2_Ni,Dopant_2_None,Preparation Methods_ALD,Preparation Methods_CP,Preparation Methods_CR,Preparation Methods_EISA,Preparation Methods_HC,Preparation Methods_HT,Preparation Methods_HT  ,Preparation Methods_ILHM,Preparation Methods_IM,Preparation Methods_ME,Preparation Methods_MS,Preparation Methods_MW,Preparation Methods_None,Preparation Methods_PP,Preparation Methods_Pol,Preparation Methods_Pol ,Preparation Methods_SA,Preparation Methods_SG,Preparation Methods_ST,Preparation Methods_TP,Preparation Methods_UVLD,Preparation Methods_VD,Cocatalyst_1_Ag,Cocatalyst_1_Au,Cocatalyst_1_Co,Cocatalyst_1_Cu,Cocatalyst_1_Ni,Cocatalyst_1_None,Cocatalyst_1_Pd,Cocatalyst_1_Pt,Cocatalyst_1_Rh,Cocatalyst_1_Ru,Cocatalyst_2_Cds,Cocatalyst_2_Cu,Cocatalyst_2_Ni,Cocatalyst_2_None,Cocatalyst_2_Pd,Cocatalyst Loading Methods_APD,Cocatalyst Loading Methods_CR,Cocatalyst Loading Methods_DP,Cocatalyst Loading Methods_GD,Cocatalyst Loading Methods_IM,Cocatalyst Loading Methods_None,Cocatalyst Loading Methods_PCD,Cocatalyst Loading Methods_PD,Cocatalyst Loading Methods_PD ,Sacrificial Agents_EA,Sacrificial Agents_EG,Sacrificial Agents_Gly,Sacrificial Agents_IPA,Sacrificial Agents_MeOH,Sacrificial Agents_Na2SNa2SO10,Sacrificial Agents_Na2SNa2SO11,Sacrificial Agents_Na2SNa2SO12,Sacrificial Agents_Na2SNa2SO13,Sacrificial Agents_Na2SNa2SO14,Sacrificial Agents_Na2SNa2SO15,Sacrificial Agents_Na2SNa2SO3,Sacrificial Agents_Na2SNa2SO4,Sacrificial Agents_Na2SNa2SO5,Sacrificial Agents_Na2SNa2SO6,Sacrificial Agents_Na2SNa2SO7,Sacrificial Agents_Na2SNa2SO8,Sacrificial Agents_Na2SNa2SO9,Sacrificial Agents_Na2SO3,Sacrificial Agents_None,Sacrificial Agents_PG,Sacrificial Agents_TB,Sacrificial Agents_TEA,Light types_Hg,Light types_Hg ,Light types_Hg-Xe,Light types_Hg-Xe ,Light types_NS,Light types_None,Light types_SS,Light types_UV,Light types_UV ,Light types_Xe,Light types_Xe ,Light types_fluorescent,Light types_halogen ,Light types_mercury,Light types_mercury ,Hydrogen production rate
2,-3,146,71,14,0.808,-210,-196,0.72,5.58,0.02598,1402,2856,3.04,0.004,0,500,5,0,0,1.29,25.8,450,600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
2,-3,146,71,14,0.808,-210,-196,0.72,5.58,0.02598,1402,2856,3.04,0.006,0,500,5,0,0,1.29,25.8,450,600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.5
2,-3,146,71,14,0.808,-210,-196,0.72,5.58,0.02598,1402,2856,3.04,0.012,0,500,5,0,0,1.29,25.8,450,600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.5
2,-3,146,71,14,0.808,-210,-196,0.72,5.58,0.02598,1402,2856,3.04,0.01,0,500,5,0,0,1.29,25.8,450,600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.5
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.05,0,600,12,0,0,0.025,50,8,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,265
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.1,0,600,12,0,0,0.025,50,8,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,280
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.05,0,600,12,0,0,0.025,50,8,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,290
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.0025,0,600,12,0,0,0.025,50,8,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,385
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.01,0,600,12,0,0,0.025,50,8,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,507
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.0025,0,600,12,0,0,0.025,50,8,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,510
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.005,0,600,12,0,0,0.025,50,8,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,510
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.01,0,600,12,0,0,0.025,50,8,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,570
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.005,0,600,12,0,0,0.025,50,8,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,800
5,4,69,140,118.7,7.26,231.93,2602,7.03,296.1,66.6,709,1412,1.96,0.102,0,180,12,0,0,0.25,10,350,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,271.2
5,4,69,140,118.7,7.26,231.93,2602,7.03,296.1,66.6,709,1412,1.96,0.051,0,180,12,0,0,0.25,10,350,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,318.2
5,4,69,140,118.7,7.26,231.93,2602,7.03,296.1,66.6,709,1412,1.96,0.034,0,180,12,0,0,0.25,10,350,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,401.6
5,4,69,140,118.7,7.26,231.93,2602,7.03,296.1,66.6,709,1412,1.96,0.017,0,180,12,0,0,0.25,10,350,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,789.5
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.05,0,130,48,0,0,8,5,125,290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1450
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.004,0,130,48,0,0,8,5,125,290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1530
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.007,0,130,48,0,0,8,5,125,290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1900
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.01,0,130,48,0,0,8,5,125,290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2941
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.02,0,130,48,0,0,8,5,125,290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4708
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.05,0,130,48,0,0,8,5,500,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,190
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.004,0,130,48,0,0,8,5,500,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,210
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.007,0,130,48,0,0,8,5,500,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,275
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.01,0,130,48,0,0,8,5,500,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,350
6,3,103,151,209,9.78,271.5,1564,11.3,151,7.87,703,1610,1.9,0.02,0,130,48,0,0,8,5,500,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,514
2,-3,146,71,14,0.808,-210,-196,0.72,5.58,0.02598,1402,2856,3.04,0.255,0,600,12,0,0,0.1,50,3,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300
4,2,73,112,63.6,8.96,1084.6,2561.5,13.26,300.4,401,745,1958,1.9,0.005,0,650,12,0,0,0.025,50,8,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200
4,2,73,112,63.6,8.96,1084.6,2561.5,13.26,300.4,401,745,1958,1.9,0.005,0,650,12,0,0,0.025,50,8,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,280
5,5,64,147,93,8.57,2468,4860,30,689.9,53.7,664,1382,1.6,0.002,0,400,1,0,0,1,25,300,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,145
5,5,64,147,93,8.57,2468,4860,30,689.9,53.7,664,1382,1.6,0.004,0,400,1,0,0,1,25,300,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,163
5,5,64,147,93,8.57,2468,4860,30,689.9,53.7,664,1382,1.6,0.006,0,400,1,0,0,1,25,300,290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,280
5,5,64,147,93,8.57,2468,4860,30,689.9,53.7,664,1382,1.6,0.008,0,400,1,0,0,1,25,300,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,333
5,5,64,147,93,8.57,2468,4860,30,689.9,53.7,664,1382,1.6,0.006,0,400,1,0,0,1,25,300,600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,377
5,5,64,147,93,8.57,2468,4860,30,689.9,53.7,664,1382,1.6,0.006,0,400,1,0,0,1,25,300,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,382
5,1,115,128,107.9,10.49,961.78,2164,11.95,258,429,731,2073,1.93,0.0037,0.025,750,3,0,0,0.3,10,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600
5,1,115,128,107.9,10.49,961.78,2164,11.95,258,429,731,2073,1.93,0.0037,0.025,450,3,0,0,0.3,2.5,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1400
5,1,115,128,107.9,10.49,961.78,2164,11.95,258,429,731,2073,1.93,0.0037,0.025,650,3,0,0,0.3,10,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1500
5,1,115,128,107.9,10.49,961.78,2164,11.95,258,429,731,2073,1.93,0.0037,0.025,450,3,0,0,0.05,10,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1900
5,1,115,128,107.9,10.49,961.78,2164,11.95,258,429,731,2073,1.93,0.0037,0.025,450,3,0,0,0.1,10,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2500
5,1,115,128,107.9,10.49,961.78,2164,11.95,258,429,731,2073,1.93,0.0037,0.00625,450,3,0,0,0.2,10,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2850
5,1,115,128,107.9,10.49,961.78,2164,11.95,258,429,731,2073,1.93,0.0037,0.025,450,3,0,0,0.3,5,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000
